Loan_ID,Loan_Amount,Loan_Term,Annual_Income,Credit_Score,Employment_Length,Loan_Status,Loan_Issue_Date
LN01688,39001,12,102565,550,15,Approved,2014-03-01
LN01689,10516,12,189252,494,27,Approved,2019-07-14
LN01690,48327,48,155724,521,18,Approved,2019-03-03
LN01691,3396,60,92370,481,5,Approved,2010-04-06
LN01692,19546,48,122755,555,28,Approved,2020-08-20
LN01693,20129,24,147845,387,5,Approved,2019-08-12
LN01694,2591,36,158156,791,5,Default,2014-03-12
LN01695,12303,60,196702,635,25,Approved,2023-05-08
LN01696,31561,24,135052,837,14,Approved,2011-09-07
LN01697,7183,48,153727,706,1,Approved,2023-07-09
LN01698,27572,36,125737,588,8,Approved,2019-07-19
LN01699,35080,24,198742,661,7,Approved,2021-07-28
LN01700,21695,36,156344,740,6,Approved,2015-11-16
LN01701,8314,24,151290,329,26,Approved,2012-11-25
LN01702,20623,48,116428,847,29,Approved,2018-04-06
LN01703,3139,36,57471,522,27,Approved,2014-11-08
LN01704,48456,24,68762,423,27,Approved,2015-06-18
LN01705,32290,48,172587,514,15,Approved,2014-07-25
LN01706,19088,60,185379,417,14,Approved,2024-08-14
LN01707,40692,48,169058,526,8,Approved,2017-07-04
LN01708,34130,48,104624,743,19,Approved,2021-04-16
LN01709,33088,60,90600,848,14,Approved,2017-06-09
LN01710,27292,48,132092,736,1,Approved,2011-06-06
LN01711,47249,60,138336,311,19,Approved,2012-07-11
LN01712,21670,60,74888,421,13,Approved,2021-01-13
LN01713,4738,60,162675,846,27,Default,2021-07-06
LN01714,3469,24,88024,788,25,Approved,2023-06-27
LN01715,23534,36,110728,550,10,Approved,2017-04-09
LN01716,49874,24,48897,781,29,Approved,2023-01-06
LN01717,10017,60,169874,849,2,Approved,2013-04-19
LN01718,3808,36,167483,579,1,Approved,2021-10-15
LN01719,48638,36,80399,636,17,Approved,2018-07-18
LN01720,13713,60,80692,467,13,Approved,2014-02-05
LN01721,41329,36,163842,627,23,Default,2023-01-14
LN01722,3719,36,93513,545,28,Approved,2023-05-01
LN01723,23890,24,188501,600,4,Approved,2010-11-25
LN01724,12700,36,145041,499,11,Approved,2024-08-30
LN01725,37509,60,171409,799,13,Approved,2020-12-05
LN01726,43534,12,112901,312,5,Approved,2014-01-04
LN01727,37766,12,175579,665,7,Default,2018-09-28
LN01728,27705,12,79596,396,6,Approved,2015-07-28
LN01729,19787,60,90509,370,6,Approved,2019-10-31
LN01730,49845,12,28436,656,11,Approved,2011-05-18
LN01731,27588,24,30086,843,28,Approved,2011-05-04
LN01732,27123,60,111054,549,6,Approved,2020-07-04
LN01733,34062,60,170923,553,11,Approved,2013-11-27
LN01734,11177,60,59732,481,26,Approved,2014-05-19
LN01735,22727,36,165914,465,15,Approved,2015-01-09
LN01736,31220,36,148928,303,26,Approved,2023-01-13
LN01737,10882,36,141755,762,6,Approved,2012-11-06
LN01738,2136,48,21745,444,7,Approved,2010-02-08
LN01739,35832,24,32697,464,0,Approved,2017-06-05
LN01740,32966,60,23879,643,12,Approved,2017-12-24
LN01741,8009,60,169571,404,18,Approved,2010-02-08
LN01742,13987,36,186107,847,0,Approved,2010-07-06
LN01743,38311,60,169723,613,23,Default,2012-01-20
LN01744,32575,60,95224,468,17,Approved,2023-11-06
LN01745,2007,12,133369,819,6,Approved,2017-10-02
LN01746,6445,60,96524,735,21,Approved,2016-08-06
LN01747,11706,48,109006,811,26,Approved,2022-06-24
LN01748,48517,36,57249,708,16,Approved,2011-10-31
LN01749,45486,24,174921,735,27,Default,2024-08-25
LN01750,30257,24,49076,614,14,Approved,2017-07-16
LN01751,22736,12,184196,841,21,Default,2024-09-13
LN01752,43207,24,166859,362,24,Default,2023-05-06
LN01753,14281,24,73462,331,18,Default,2015-08-12
LN01754,2435,36,105984,510,27,Approved,2019-09-17
LN01755,34339,36,91035,762,22,Approved,2023-01-01
LN01756,36150,48,23841,379,3,Approved,2010-07-01
LN01757,26821,12,64890,642,16,Approved,2018-11-16
LN01758,27660,24,147727,531,6,Approved,2024-10-03
LN01759,6084,48,45402,428,15,Approved,2012-09-03
LN01760,17661,12,131713,318,16,Default,2016-06-12
LN01761,14507,24,125363,656,26,Approved,2018-01-02
LN01762,8059,24,117807,718,19,Approved,2015-09-28
LN01763,19271,36,43237,380,28,Approved,2013-12-16
LN01764,46539,60,194060,417,14,Approved,2013-08-01
LN01765,8491,12,151625,793,8,Approved,2011-01-15
LN01766,48295,24,164932,791,20,Approved,2015-01-30
LN01767,15859,12,110439,524,22,Approved,2023-05-19
LN01768,9073,48,27045,718,12,Default,2022-08-05
LN01769,10077,48,94916,436,6,Approved,2023-05-12
LN01770,21953,60,76435,525,27,Approved,2011-07-10
LN01771,12383,24,118453,633,18,Approved,2022-10-12
LN01772,3353,36,52261,528,28,Default,2013-05-07
LN01773,24821,24,22853,622,10,Default,2010-04-19
LN01774,38567,12,95664,407,7,Approved,2010-03-06
LN01775,25860,48,130884,744,16,Default,2024-04-14
LN01776,22195,12,68022,306,3,Approved,2018-10-06
LN01777,12939,60,153808,427,25,Default,2016-05-04
LN01778,26338,48,53724,652,3,Approved,2013-12-03
LN01779,22730,36,31440,566,17,Approved,2015-11-05
LN01780,22427,48,90716,513,21,Default,2021-02-14
LN01781,36196,24,181356,546,16,Approved,2020-10-02
LN01782,28083,24,126911,673,2,Default,2019-06-28
LN01783,22510,48,162718,720,8,Approved,2016-11-02
LN01784,45064,60,105694,340,27,Approved,2018-02-24
LN01785,8813,24,165414,647,25,Approved,2012-01-11
LN01786,32598,24,153007,442,5,Approved,2011-04-16
LN01787,48182,36,193448,440,1,Default,2014-07-24
LN01788,28570,48,193553,406,27,Approved,2020-03-04
LN01789,28082,24,136189,332,11,Approved,2020-12-04
LN01790,30241,60,114203,499,14,Approved,2023-04-23
LN01791,31678,12,119039,418,8,Approved,2010-04-20
LN01792,45569,48,22838,528,28,Approved,2020-08-16
LN01793,12745,36,186402,484,1,Approved,2022-01-07
LN01794,27029,24,122210,514,11,Approved,2016-03-12
LN01795,14025,60,123140,429,15,Approved,2024-11-14
LN01796,37124,48,120166,571,6,Default,2024-07-29
LN01797,15288,60,56994,307,0,Approved,2012-08-17
LN01798,24650,60,50384,702,20,Approved,2014-04-09
LN01799,7540,36,65378,668,6,Default,2013-01-21
LN01800,33232,48,127318,836,2,Approved,2011-11-12
LN01801,17422,24,183715,352,19,Approved,2012-11-17
LN01802,4342,36,167998,546,4,Approved,2020-05-01
LN01803,42846,24,58977,636,2,Approved,2021-12-10
LN01804,36612,12,43652,580,14,Approved,2023-09-01
LN01805,11396,60,30270,332,5,Approved,2021-12-29
LN01806,18482,12,102804,847,14,Approved,2015-05-05
LN01807,24411,60,56417,642,2,Approved,2022-11-08
LN01808,47766,36,147390,538,23,Approved,2023-01-15
LN01809,14261,24,197966,791,22,Approved,2015-04-13
LN01810,4093,24,76042,476,0,Approved,2015-08-30
LN01811,12722,36,83253,343,1,Approved,2020-07-02
LN01812,23042,48,199913,603,3,Approved,2015-03-24
LN01813,45413,12,72723,568,20,Approved,2013-10-03
LN01814,48851,12,171389,699,13,Approved,2021-05-08
LN01815,29087,24,187506,730,13,Approved,2015-10-16
LN01816,33347,24,197197,720,26,Approved,2018-02-08
LN01817,34756,24,95449,430,29,Approved,2018-09-06
LN01818,40214,36,101141,709,9,Approved,2023-01-09
LN01819,17335,48,20557,524,10,Approved,2015-06-16
LN01820,29602,12,127776,442,3,Approved,2018-11-06
LN01821,49901,60,195455,839,14,Approved,2021-04-16
LN01822,35450,36,157112,424,19,Approved,2016-11-18
LN01823,33196,12,66652,511,29,Default,2015-02-05
LN01824,6626,48,136048,727,24,Approved,2013-05-06
LN01825,8424,36,80941,736,3,Approved,2024-08-03
LN01826,13857,12,107340,537,19,Approved,2016-05-02
LN01827,45923,36,94828,627,19,Approved,2012-02-09
LN01828,20982,12,177182,418,15,Approved,2019-10-03
LN01829,12425,12,156421,345,1,Approved,2013-12-03
LN01830,2980,48,181446,383,12,Approved,2015-05-12
LN01831,49290,60,104545,651,7,Approved,2016-04-23
LN01832,27431,48,130623,312,12,Approved,2013-09-21
LN01833,20440,12,62591,471,29,Approved,2023-07-25
LN01834,42752,36,151129,533,19,Approved,2013-06-10
LN01835,18175,48,144007,480,20,Approved,2010-03-14
LN01836,49651,60,113829,350,7,Approved,2024-01-20
LN01837,27385,12,84578,694,29,Approved,2024-01-08
LN01838,39158,48,128497,728,3,Approved,2013-03-28
LN01839,24019,48,170193,573,4,Approved,2011-04-28
LN01840,19639,48,25493,506,20,Default,2013-05-24
LN01841,20994,48,122181,447,5,Approved,2016-02-21
LN01842,35375,36,87818,599,22,Approved,2019-04-07
LN01843,22563,60,140196,752,18,Approved,2011-02-07
LN01844,40341,60,21431,848,29,Approved,2012-02-04
LN01845,6776,12,196366,682,9,Approved,2015-01-10
LN01846,37444,24,120079,833,26,Approved,2017-02-02
LN01847,4380,36,162423,532,2,Approved,2012-03-14
LN01848,9711,12,183555,428,12,Approved,2021-07-03
LN01849,9782,12,51195,536,8,Approved,2021-07-19
LN01850,18434,48,173807,784,16,Approved,2018-03-22
LN01851,47765,24,35203,540,9,Approved,2017-07-25
LN01852,21017,24,23974,522,11,Approved,2017-09-20
LN01853,31707,36,122769,398,12,Approved,2024-09-04
LN01854,40110,24,105222,572,23,Approved,2018-07-22
LN01855,18343,12,190785,698,9,Approved,2018-10-01
LN01856,39827,24,32636,816,18,Approved,2024-04-04
LN01857,42652,24,55070,729,20,Approved,2010-11-06
LN01858,6655,60,49123,822,18,Approved,2020-06-24
LN01859,45859,12,140973,647,25,Default,2022-09-27
LN01860,16251,24,182884,750,16,Approved,2018-02-08
LN01861,1526,24,179832,341,25,Approved,2016-03-06
LN01862,4224,48,24966,393,29,Approved,2011-03-11
LN01863,48837,24,138414,785,4,Approved,2018-07-21
LN01864,12536,24,103962,816,7,Approved,2012-04-29
LN01865,29541,60,99698,449,4,Approved,2010-04-17
LN01866,14547,12,167130,798,14,Approved,2017-04-25
LN01867,35531,36,61482,670,3,Approved,2010-04-30
LN01868,9712,12,22998,784,24,Approved,2018-04-23
LN01869,39565,48,142659,682,12,Approved,2023-03-03
LN01870,10208,12,81265,491,16,Approved,2015-03-08
LN01871,6109,24,86445,520,4,Approved,2015-12-02
LN01872,36201,48,131033,346,0,Approved,2020-03-05
LN01873,17967,12,185720,426,21,Approved,2012-01-30
LN01874,30759,48,98033,306,14,Approved,2014-07-05
LN01875,21172,36,104480,415,9,Default,2022-06-16
LN01876,37935,12,158599,665,24,Approved,2023-11-04
LN01877,27589,24,124000,345,10,Approved,2010-08-20
LN01878,31015,48,154144,692,29,Approved,2014-05-14
LN01879,30009,60,163090,322,17,Default,2011-07-16
LN01880,18773,48,49652,430,28,Default,2014-12-12
LN01881,42125,60,24476,426,12,Approved,2012-05-25
LN01882,27143,24,115768,744,19,Approved,2014-06-27
LN01883,7154,36,178554,608,23,Approved,2012-09-19
LN01884,22804,60,36219,732,29,Default,2020-03-24
LN01885,42688,36,50448,772,15,Approved,2014-04-06
LN01886,21581,48,176192,347,18,Approved,2021-12-02
LN01887,31087,24,26855,381,29,Default,2023-03-12
LN01888,33981,60,195657,408,22,Approved,2016-10-12
LN01889,4762,48,152156,562,11,Approved,2019-10-12
LN01890,47167,12,118856,330,22,Approved,2024-01-17
LN01891,10768,48,173016,657,13,Approved,2011-11-08
LN01892,44408,36,184993,779,1,Approved,2020-04-14
LN01893,40499,24,81282,488,27,Approved,2011-03-01
LN01894,39559,24,107393,304,9,Approved,2014-05-20
LN01895,49590,48,149822,585,3,Approved,2013-09-02
LN01896,9783,12,38070,693,0,Approved,2011-09-22
LN01897,47389,36,76690,754,23,Approved,2021-07-31
LN01898,30781,48,81134,725,25,Approved,2018-03-28
LN01899,31811,48,107755,326,25,Approved,2015-08-28
LN01900,49787,24,126993,426,24,Approved,2024-12-19
LN01901,36488,36,51489,434,16,Approved,2022-03-22
LN01902,9905,12,43178,834,10,Approved,2010-06-17
LN01903,10127,24,99019,630,6,Approved,2020-12-19
LN01904,23431,48,77956,691,16,Approved,2020-12-26
LN01905,7368,24,198874,307,27,Default,2010-01-17
LN01906,28424,24,82778,560,16,Approved,2014-03-26
LN01907,47824,60,184645,498,8,Approved,2014-03-11
LN01908,46004,24,184760,685,9,Approved,2020-06-10
LN01909,19333,24,131466,771,25,Approved,2014-02-06
LN01910,24116,36,138292,478,5,Default,2011-06-27
LN01911,48219,24,119747,749,16,Approved,2011-12-28
LN01912,44201,12,66475,539,15,Approved,2011-01-14
LN01913,16525,48,70697,823,6,Default,2022-02-22
LN01914,24398,36,185050,482,18,Approved,2021-10-12
LN01915,33857,24,180749,657,25,Approved,2019-07-26
LN01916,11361,12,30272,675,3,Approved,2019-06-26
LN01917,17369,48,157284,837,29,Approved,2012-04-25
LN01918,4041,36,41071,381,19,Approved,2020-07-19
LN01919,1105,12,128644,657,23,Default,2023-03-15
LN01920,10078,24,115516,484,16,Approved,2011-11-05
LN01921,26003,60,168369,587,23,Approved,2019-08-22
LN01922,7090,60,179697,361,8,Default,2018-04-28
LN01923,39850,36,48831,806,10,Approved,2015-08-20
LN01924,2925,12,138313,761,22,Approved,2022-03-04
LN01925,19440,48,143950,329,0,Default,2024-03-23
LN01926,40685,12,82909,330,6,Approved,2012-01-08
LN01927,27015,60,49367,592,21,Approved,2020-11-02
LN01928,34320,36,196885,472,4,Default,2021-10-22
LN01929,26291,24,40121,427,4,Approved,2024-10-25
LN01930,37679,12,55547,385,0,Approved,2019-06-12
LN01931,27289,60,83642,614,5,Approved,2014-09-21
LN01932,4389,48,44914,327,12,Approved,2017-04-07
LN01933,26683,36,136664,421,14,Default,2012-11-27
LN01934,14629,24,168250,550,3,Approved,2022-10-28
LN01935,25826,12,87258,702,29,Approved,2013-08-11
LN01936,36198,48,80563,742,29,Approved,2012-04-09
LN01937,27630,24,82607,571,16,Approved,2019-10-26
LN01938,34226,60,85638,412,27,Approved,2018-10-27
LN01939,47163,60,112971,693,23,Approved,2019-04-08
LN01940,33975,48,164334,318,23,Approved,2023-12-25
LN01941,1899,60,158525,764,27,Approved,2015-11-18
LN01942,12653,36,196246,490,12,Approved,2013-07-26
LN01943,28961,48,136720,792,10,Approved,2018-06-03
LN01944,17405,60,97760,462,3,Approved,2023-02-27
LN01945,9601,12,157244,594,28,Approved,2015-05-15
LN01946,34662,60,96788,372,6,Approved,2014-08-28
LN01947,34282,36,37918,608,18,Approved,2018-04-09
LN01948,22288,24,27197,601,23,Approved,2012-10-21
LN01949,30545,24,117127,607,6,Approved,2011-08-23
LN01950,37877,60,164749,423,13,Approved,2013-12-12
LN01951,47026,24,162111,560,20,Approved,2021-03-29
LN01952,16313,60,47785,494,15,Approved,2016-08-19
LN01953,16349,36,24570,650,20,Approved,2011-10-08
LN01954,8179,24,92242,788,8,Approved,2015-06-15
LN01955,11326,12,162727,499,21,Approved,2024-04-26
LN01956,45555,60,67907,807,21,Approved,2018-10-02
LN01957,2560,24,29449,745,1,Approved,2019-03-27
LN01958,14612,36,44630,379,26,Approved,2022-12-31
LN01959,18650,36,94658,768,15,Approved,2014-07-05
LN01960,27745,12,66371,741,4,Default,2018-08-08
LN01961,32890,36,162063,571,11,Approved,2021-10-29
LN01962,21022,36,44887,642,19,Approved,2014-10-21
LN01963,5780,24,33859,423,25,Approved,2012-01-21
LN01964,19311,60,174712,522,14,Approved,2012-04-22
LN01965,29380,48,68339,789,2,Approved,2019-05-08
LN01966,45662,36,22512,596,8,Default,2019-05-22
LN01967,3356,36,100982,418,26,Default,2019-08-12
LN01968,5790,48,41912,375,27,Approved,2016-04-22
LN01969,27911,36,140639,557,6,Approved,2017-06-07
LN01970,25363,24,186587,831,3,Approved,2014-02-14
LN01971,21049,24,166488,650,24,Approved,2024-01-03
LN01972,11181,48,135781,576,8,Default,2013-11-28
LN01973,40825,36,194818,554,27,Approved,2020-07-21
LN01974,17082,36,194847,563,14,Approved,2024-02-18
LN01975,1661,60,122067,328,22,Approved,2024-02-05
LN01976,38412,36,32227,766,20,Approved,2017-07-05
LN01977,49479,24,164103,334,28,Approved,2021-02-23
LN01978,3920,12,53000,593,24,Approved,2018-12-19
LN01979,26658,12,71253,502,29,Default,2017-02-21
LN01980,49770,12,130848,367,28,Approved,2016-07-02
LN01981,15025,12,87564,430,6,Approved,2024-03-01
LN01982,9946,36,140921,410,24,Approved,2016-09-30
LN01983,29706,36,115969,823,10,Approved,2020-06-02
LN01984,46500,60,142614,587,18,Default,2020-10-10
LN01985,40004,36,169385,342,10,Approved,2024-01-05
LN01986,17309,12,95186,593,24,Default,2013-10-15
LN01987,47286,48,72492,584,0,Approved,2019-11-30
LN01988,34120,48,50364,318,20,Approved,2018-12-21
LN01989,31027,24,169433,806,12,Approved,2018-01-29
LN01990,8005,24,87949,846,12,Approved,2010-10-07
LN01991,47804,36,126330,347,1,Approved,2024-03-02
LN01992,1956,48,182142,518,16,Approved,2020-11-22
LN01993,35839,12,123722,487,29,Approved,2016-03-20
LN01994,9595,12,173481,330,18,Approved,2015-11-26
LN01995,48908,12,49854,558,22,Approved,2011-11-15
LN01996,13803,36,116742,643,14,Approved,2011-08-25
LN01997,26963,36,139625,607,18,Default,2015-08-06
LN01998,37221,60,49655,370,9,Approved,2014-03-13
LN01999,40443,12,161024,606,9,Approved,2012-08-18
LN02000,34723,12,187437,398,26,Default,2018-06-05
LN02001,40063,36,86156,320,8,Approved,2011-05-22
LN02002,49689,36,141232,305,18,Approved,2014-12-28
LN02003,16282,60,35455,530,10,Default,2013-04-09
LN02004,5703,60,198745,381,5,Approved,2012-05-24
LN02005,7563,24,152046,516,1,Approved,2016-05-04
LN02006,26849,48,32679,634,23,Approved,2021-09-28
LN02007,32860,12,47429,758,9,Approved,2017-09-04
LN02008,32585,12,38073,386,14,Approved,2024-07-05
LN02009,23015,60,90207,814,4,Approved,2017-09-08
LN02010,13003,60,50365,812,17,Approved,2015-10-19
LN02011,44585,24,94453,777,29,Approved,2024-02-06
LN02012,27958,48,126657,797,29,Default,2018-09-26
LN02013,27017,24,27784,748,6,Approved,2020-05-16
LN02014,12171,48,132529,559,2,Approved,2022-08-11
LN02015,46350,12,150229,836,29,Default,2012-01-04
LN02016,13201,24,140913,499,20,Approved,2022-06-22
LN02017,30426,60,163363,762,26,Approved,2014-07-20
LN02018,18778,24,46154,393,24,Approved,2022-06-20
LN02019,46241,24,45650,651,15,Approved,2022-10-07
LN02020,43229,12,115830,407,16,Approved,2021-04-27
LN02021,22116,60,56201,654,1,Approved,2012-08-27
LN02022,49364,60,190551,768,15,Approved,2010-09-19
LN02023,34297,36,92920,394,20,Default,2021-09-19
LN02024,20342,36,182806,390,29,Approved,2022-08-21
LN02025,28490,36,101451,343,19,Approved,2019-11-09
LN02026,20975,12,132169,755,0,Default,2020-11-03
LN02027,27723,24,119978,683,13,Approved,2011-01-21
LN02028,24279,60,62568,322,15,Approved,2021-11-27
LN02029,13765,60,176865,322,22,Approved,2012-10-31
LN02030,47678,24,72204,533,8,Approved,2014-03-20
LN02031,12561,60,197818,610,16,Default,2014-12-12
LN02032,42899,24,183061,716,7,Approved,2021-05-26
LN02033,1525,12,36767,632,8,Approved,2016-10-10
LN02034,23861,12,58652,402,1,Approved,2015-08-19
LN02035,34142,12,104244,799,12,Default,2022-09-07
LN02036,27916,24,164455,782,0,Approved,2014-05-20
LN02037,45965,24,121733,488,21,Approved,2020-02-05
LN02038,5648,48,80089,759,29,Approved,2023-02-12
LN02039,36133,60,46440,488,6,Approved,2024-06-28
LN02040,31523,60,72443,650,17,Default,2012-03-11
LN02041,30052,48,76325,413,20,Approved,2015-09-01
LN02042,35414,48,75919,403,4,Approved,2018-12-20
LN02043,33781,12,167683,807,6,Default,2021-08-21
LN02044,5599,48,173529,644,11,Approved,2019-11-04
LN02045,36046,24,161328,320,26,Approved,2017-10-28
LN02046,48064,36,60533,686,16,Default,2014-01-25
LN02047,36923,24,119826,508,25,Approved,2021-06-05
LN02048,42089,48,118995,782,23,Default,2023-03-08
LN02049,4814,60,179353,772,4,Approved,2023-04-21
LN02050,46893,24,87275,692,11,Approved,2021-05-15
LN02051,36984,60,152597,815,18,Approved,2010-12-05
LN02052,27616,24,167525,487,12,Default,2010-10-01
LN02053,3113,60,157323,645,15,Approved,2020-11-05
LN02054,44006,24,128744,651,28,Approved,2015-03-08
LN02055,14760,60,39507,840,24,Approved,2020-04-14
LN02056,22927,36,178978,346,26,Approved,2022-05-26
LN02057,21939,12,33193,376,18,Approved,2016-09-04
LN02058,33419,24,117192,642,22,Approved,2015-04-06
LN02059,13588,36,84042,490,9,Approved,2019-05-07
LN02060,37142,12,79516,842,11,Approved,2013-07-07
LN02061,40198,24,181764,335,6,Approved,2021-03-15
LN02062,45738,36,90490,723,13,Approved,2016-01-31
LN02063,34397,36,53512,650,9,Approved,2014-10-14
LN02064,17653,36,161791,487,27,Default,2018-12-11
LN02065,11831,48,178721,826,7,Approved,2019-08-14
LN02066,6724,60,32402,633,14,Approved,2019-04-02
LN02067,12083,12,122880,782,25,Approved,2022-01-21
LN02068,46917,60,139764,515,15,Default,2017-03-27
LN02069,20816,60,160288,457,7,Approved,2011-07-10
LN02070,43240,60,51050,540,3,Default,2016-03-04
LN02071,7276,36,115808,595,29,Approved,2013-02-14
LN02072,49403,60,70093,761,16,Approved,2020-06-01
LN02073,39663,48,25050,344,3,Approved,2014-11-21
LN02074,14994,24,66716,794,21,Approved,2013-01-18
LN02075,24499,36,135455,474,25,Approved,2018-06-27
LN02076,24040,12,153510,645,10,Approved,2023-10-25
LN02077,44320,24,128686,355,12,Approved,2019-11-25
LN02078,17959,24,67431,640,5,Approved,2013-05-25
LN02079,7099,24,36760,407,21,Approved,2020-08-28
LN02080,43267,60,167545,513,13,Approved,2010-03-12
LN02081,20576,60,63815,798,27,Approved,2021-04-18
LN02082,36946,36,160329,696,6,Approved,2017-11-08
LN02083,7116,60,107986,849,11,Approved,2023-01-19
LN02084,16563,60,45634,796,26,Approved,2014-03-25
LN02085,27788,60,80403,472,0,Approved,2023-12-08
LN02086,27928,36,66573,404,9,Approved,2016-06-28
LN02087,37336,36,179720,778,0,Approved,2016-08-14
LN02088,10847,48,147099,698,15,Approved,2013-03-25
LN02089,27155,48,30296,733,6,Approved,2023-12-20
LN02090,15135,48,41959,493,27,Approved,2017-06-06
LN02091,18774,48,34570,765,19,Approved,2013-01-11
LN02092,2742,24,55423,640,5,Approved,2016-09-18
LN02093,19309,24,100263,358,21,Approved,2022-11-22
LN02094,1619,48,168971,837,24,Approved,2019-03-06
LN02095,18658,48,186857,777,17,Approved,2010-10-08
LN02096,35707,12,132446,402,19,Approved,2014-09-12
LN02097,21337,24,76963,832,3,Default,2013-01-18
LN02098,17001,12,54341,621,22,Approved,2015-12-17
LN02099,1968,12,25597,848,15,Default,2022-01-22
LN02100,48614,60,161316,313,0,Approved,2015-06-11
LN02101,26892,36,154868,755,20,Default,2022-07-17
LN02102,26619,24,127127,520,29,Approved,2018-09-14
LN02103,1281,48,95589,690,26,Approved,2018-04-10
LN02104,28420,48,179600,472,19,Approved,2018-05-29
LN02105,16360,36,169720,380,1,Approved,2014-03-09
LN02106,40030,24,103967,635,15,Approved,2017-10-10
LN02107,2058,48,151607,524,20,Approved,2021-12-27
LN02108,21677,48,68469,334,8,Approved,2013-02-04
LN02109,11724,60,64493,487,14,Approved,2019-04-28
LN02110,29404,12,65785,523,23,Approved,2023-08-06
LN02111,38946,48,105017,793,15,Approved,2021-12-05
LN02112,40748,24,127771,610,8,Approved,2019-01-15
LN02113,30856,36,149026,820,6,Approved,2015-04-14
LN02114,10200,60,181941,839,9,Approved,2021-10-26
LN02115,34997,24,50192,668,6,Approved,2011-11-24
LN02116,26611,60,99941,774,29,Approved,2016-09-11
LN02117,42235,12,77544,330,29,Approved,2011-12-15
LN02118,36057,48,155475,531,12,Approved,2017-10-15
LN02119,2239,24,187163,796,1,Approved,2022-12-09
LN02120,39138,36,25017,474,11,Approved,2022-12-08
LN02121,49938,12,190275,597,12,Approved,2017-07-19
LN02122,1125,12,68260,664,2,Approved,2014-09-26
LN02123,46272,60,65938,385,10,Approved,2015-01-02
LN02124,24857,12,105265,388,25,Approved,2014-03-02
LN02125,16398,24,124120,353,7,Approved,2010-10-28
LN02126,7638,60,188444,660,10,Approved,2021-03-16
LN02127,7570,12,121728,775,17,Approved,2012-10-25
LN02128,4249,36,34628,528,6,Approved,2020-09-23
LN02129,10110,24,143239,833,11,Approved,2014-12-25
LN02130,41363,36,163573,672,5,Default,2021-04-15
LN02131,14605,36,138165,768,27,Approved,2014-09-07
LN02132,13115,60,181203,719,9,Approved,2018-09-22
LN02133,40062,48,109102,831,19,Approved,2022-04-01
LN02134,23911,60,109360,699,26,Approved,2021-06-24
LN02135,39525,24,139346,483,14,Approved,2013-03-05
LN02136,33556,24,88348,389,19,Default,2011-01-23
LN02137,13595,60,118348,682,14,Approved,2015-03-19
LN02138,2969,48,112862,668,18,Approved,2021-08-30
LN02139,44753,60,29402,373,29,Approved,2015-03-14
LN02140,18275,24,111861,568,5,Approved,2013-12-09
LN02141,5470,48,146121,314,18,Default,2023-10-20
LN02142,11225,24,127089,628,14,Approved,2023-01-29
LN02143,43324,48,46000,691,24,Approved,2012-09-28
LN02144,42974,48,109795,733,19,Approved,2013-03-05
LN02145,43759,60,132885,643,19,Default,2021-08-24
LN02146,24196,60,25988,494,17,Default,2012-03-23
LN02147,41287,60,76999,335,1,Approved,2013-10-21
LN02148,14669,48,133174,504,6,Approved,2024-11-04
LN02149,38380,48,80659,356,4,Approved,2018-03-30
LN02150,46141,24,188862,409,2,Approved,2016-07-24
LN02151,49320,36,115343,795,5,Default,2022-04-17
LN02152,48414,60,173190,524,5,Approved,2013-09-09
LN02153,39006,24,142453,685,0,Approved,2018-03-15
LN02154,16577,24,79938,363,18,Approved,2024-11-26
LN02155,23473,12,25149,651,11,Approved,2014-03-18
LN02156,29625,60,58079,762,4,Approved,2023-07-10
LN02157,16504,24,153556,619,26,Approved,2014-01-26
LN02158,25089,12,133316,656,28,Approved,2018-08-13
LN02159,37487,60,68601,392,26,Approved,2014-11-18
LN02160,1302,48,63809,599,6,Approved,2016-12-23
LN02161,32463,12,171863,793,19,Approved,2014-10-17
LN02162,45912,48,177720,688,27,Approved,2015-07-07
LN02163,30259,36,182162,733,7,Approved,2016-02-14
LN02164,43823,36,110636,401,18,Approved,2023-10-21
LN02165,38208,36,150366,677,5,Approved,2019-10-05
LN02166,31659,36,121477,637,14,Approved,2022-03-19
LN02167,36840,24,37857,791,5,Approved,2016-12-23
LN02168,32890,36,145305,359,8,Approved,2024-06-20
LN02169,14598,24,194039,808,3,Approved,2023-09-24
LN02170,48055,24,73709,691,15,Approved,2016-02-03
LN02171,47733,60,199933,418,22,Approved,2022-12-08
LN02172,20508,24,136839,770,9,Default,2012-08-27
LN02173,43287,24,143307,627,0,Approved,2010-09-30
LN02174,14380,36,142850,320,10,Approved,2014-05-06
LN02175,27984,24,40948,396,16,Approved,2017-09-25
LN02176,45633,48,53782,812,17,Approved,2024-03-11
LN02177,9125,36,102789,649,19,Approved,2019-08-20
LN02178,37059,12,125217,431,27,Default,2016-07-16
LN02179,5033,36,158721,845,21,Approved,2021-01-03
LN02180,38873,24,180074,331,19,Approved,2024-08-23
LN02181,18087,48,54723,558,14,Default,2022-08-06
LN02182,41901,36,94314,775,5,Approved,2023-07-28
LN02183,6704,48,110312,332,15,Approved,2020-06-17
LN02184,8848,12,31809,687,1,Approved,2017-08-16
LN02185,22592,12,159374,755,24,Approved,2011-09-21
LN02186,46743,60,28100,443,26,Approved,2021-11-24
LN02187,7924,60,97627,523,2,Default,2022-08-13
